,J,SNOW,SM,P,P2,ET,Tair,SWIN,Q,C_J,C_P,C_P2,C_Q
2004-12-24,0.05661747783931844,2.660773372611905,0.00013418973339427933,2.7173908504512236,0.056751667572712716,0.0037307400633754713,270.5356828770775,50.82303015063699,0.8537388617785299,0.0,0.0,0.0,0.0
2004-12-25,0.01763224279216069,2.705445115878071,0.0,2.7230773586702313,0.01763224279216069,0.010481179280559952,269.81999194845315,49.09489189043543,0.4004284435925935,0.0,0.0,0.0,0.0
2004-12-26,0.23027235410536293,0.866570995514186,0.0,1.0968433496195489,0.23027235410536293,0.0014742341732338464,269.9316932961345,53.28445752450181,0.223807802901998,0.0,0.0,0.0,0.0
2004-12-27,2.5185559102574557,2.558977239669565,1.967726780305527e-06,5.077533149927022,2.5185578779842364,0.0006696123646644511,269.4331439067241,45.497659020598576,0.19139099106062882,0.0,0.0,0.0,0.0
2004-12-28,1.3147565654780262,1.8672870840098799,4.298930253592711e-05,3.182043649487906,1.3147995547805622,0.004161819994417827,270.3300525837693,44.608451743942794,0.21339732777896622,0.0,0.0,0.0,0.0
2004-12-29,0.041520964652908644,3.023583077319334,0.0,3.0651040419722424,0.041520964652908644,1.9754180560893403e-05,270.72143583066577,43.43072663575537,0.8322159370944151,0.0,0.0,0.0,0.0
2004-12-30,0.7740252725971235,0.9988736732678422,0.04206405021323683,1.7728989458649658,0.8160893228103604,0.0025849084854291126,270.91213103807996,51.274520094580964,0.44633509476540006,0.0,0.0,0.0,0.0
2004-12-31,0.1434734878190306,1.5020455327106708,0.0,1.6455190205297014,0.1434734878190306,0.00048614507564044085,270.3924915743693,49.299757623395955,0.3274646174685301,0.0,0.0,0.0,0.0
2005-01-01,1.5477436633765018,0.8793611589661906,0.017541539376675398,2.427104822342692,1.5652852027531772,0.0010437087258091246,269.5731281980747,52.90619545483588,0.34922980574834916,0.0,0.0,0.0,0.0
2005-01-02,1.2990718152761491,1.0227176461985596,0.0631828728845278,2.3217894614747085,1.362254688160677,0.0023010232172653144,269.65221398619764,55.37928346942437,0.1981279985509636,0.0,0.0,0.0,0.0
2005-01-03,0.7538279219579148,1.7215791500558533,7.098948883923002e-09,2.475407072013768,0.7538279290568636,2.2153179258630055e-07,269.4364874587956,46.517429747317856,0.36893831868524435,0.0,0.0,0.0,0.0
2005-01-04,1.0261032639600975,2.73195741126556,0.008522069048759172,3.7580606752256576,1.0346253330088568,0.007372743442226528,269.4321242940079,51.51630261702048,0.5434660787355278,0.0,0.0,0.0,0.0
2005-01-05,0.8533043529732383,1.744718042220908,0.011095584077932296,2.5980223951941466,0.8643999370511705,0.005388932320567633,270.3379752003353,49.90649549267855,0.7257448771262964,0.0,0.0,0.0,0.0
2005-01-06,0.3575387288078686,3.7665948320323825,0.2797196502577579,4.124133560840251,0.6372583790656265,3.998976441408781e-05,271.23125250400125,45.415703491061585,0.7216521833309306,0.0,0.0,0.0,0.0
2005-01-07,0.7299965432408844,4.009996432662346,0.5374846641414233,4.73999297590323,1.2674812073823079,0.0002495870916702944,271.95803967473,49.560574871664556,0.3638483108819429,0.0,0.0,0.0,0.0
2005-01-08,0.6555219339896982,2.2539985869950554,0.45036598039067977,2.9095205209847532,1.105887914380378,0.00020927956980281855,272.3508483836416,48.756856809745734,0.37022687747764155,0.0,0.0,0.0,0.0
2005-01-09,0.9721918190625533,3.204865202821975,0.0,4.177057021884528,0.9721918190625533,0.0005763485881645227,271.83141254624934,45.65174054734222,0.5384485248555874,0.0,0.0,0.0,0.0
2005-01-10,0.19421726843500925,1.6009288288617276,0.0,1.7951460972967368,0.19421726843500925,3.309596500002888e-05,271.4919162300251,51.14687726990401,0.37103658941122025,0.0,0.0,0.0,0.0
2005-01-11,0.2021559914846881,2.0383184890140584,0.0010608218679572245,2.240474480498747,0.20321681335264535,5.605183359501984e-07,271.6119282931896,49.731957433608414,0.3326437213431079,0.0,0.0,0.0,0.0
2005-01-12,4.95369999610449,1.8918371225417003,0.006462718282656896,6.845537118646191,4.960162714387146,0.0,271.8261399187961,43.25265774753261,0.28804198824714944,0.0,0.0,0.0,0.0
2005-01-13,3.7617783865701515,1.8570692882527786,0.1698179483683343,5.618847674822931,3.931596334938486,0.0002267302854513725,272.0908178304915,51.33914994822001,1.7151343384541524,0.0,0.0,0.0,0.0
2005-01-14,1.2656633820978556,0.3705110459857421,0.32457067667354217,1.636174428083598,1.590234058771398,7.62561522227297e-05,272.06139472477514,54.00368887946868,2.905389720421604,0.0,0.0,0.0,0.0
2005-01-15,0.6711024787098245,0.16150277181378864,0.04186666883841165,0.8326052505236131,0.7129691475482361,0.0006094277281967785,271.5905261798298,58.18009476245866,1.2804962933520967,0.0,0.0,0.0,0.0
2005-01-16,0.6065435111928147,3.3602357747535945,0.10671003859164938,3.966779285946409,0.7132535497844641,0.0007191394613926517,272.30528888649343,52.560369093740775,0.8128215260845352,0.0,0.0,0.0,0.0
2005-01-17,0.48614037771760754,1.603740389221404,0.12504190660742573,2.0898807669390114,0.6111822843250333,0.0009891725011850132,272.6460163655155,60.372346805879594,0.5712429930436825,0.0,0.0,0.0,0.0
2005-01-18,0.8542160472457269,4.868450716952321,0.13540645089584524,5.722666764198047,0.9896224981415721,0.0008315638847513243,273.0300788720023,52.95345670617474,0.49262931426720813,0.0,0.0,0.0,0.0
2005-01-19,0.7069717056141986,3.410842972794416,0.11633694594910084,4.117814678408615,0.8233086515632995,0.0006860259689051565,273.28119661319465,54.56242773384134,0.6462913745307994,0.0,0.0,0.0,0.0
2005-01-20,0.3293807122455716,1.6744405960501358,0.00392585067316985,2.0038213082957075,0.3333065629187414,0.00045295349113084766,272.8984287000078,59.59275946375867,0.4705986388095831,0.0,0.0,0.0,0.0
2005-01-21,1.6167615359213934,2.060326138774525,5.5742465669185235e-05,3.677087674695919,1.616817278387063,0.000415881915675347,272.9626333981896,55.52583336013137,0.3483575010232556,0.0,0.0,0.0,0.0
2005-01-22,0.6697545343993992,2.2608529221400113,0.0002159373319365952,2.930607456539411,0.6699704717313358,1.0715871771464508e-07,272.6619073668342,55.70908413945981,0.3664936831870808,0.0,0.0,0.0,0.0
2005-01-23,0.6687422841127898,2.5774908516212425,0.05793152281054952,3.246233135734032,0.7266738069233394,0.0005318807042693662,272.51415474945384,60.01803648574601,0.44422746322816004,0.0,0.0,0.0,0.0
2005-01-24,1.0232751933353534,1.0931327230531327,0.16116622677511325,2.116407916388486,1.1844414201104667,5.037019153970464e-05,273.2112396847225,64.18745609373404,0.40135787701336284,0.0,0.0,0.0,0.0
2005-01-25,0.7388697537629839,0.7276818047601222,0.7824363489332381,1.4665515585231061,1.521306102696222,6.223028931036708e-06,273.08773593376657,69.12536830549135,0.3981370221476876,0.0,0.0,0.0,0.0
2005-01-26,0.6030442268720081,0.0555182087456465,1.0385014315265584,0.6585624356176546,1.6415456583985664,0.0001084476183706756,273.1793629789864,74.80159182817971,0.7271892252099942,0.0,0.0,0.0,0.0
2005-01-27,0.31804348434301516,2.0368868144124592,1.2076110686488,2.3549302987554745,1.525654552991815,0.00010881067077426741,273.819889146845,66.90668111439433,1.1041254403265806,0.0,0.0,0.0,0.0
2005-01-28,1.5891075918669464,1.7827291766699742,0.37456403503513086,3.3718367685369204,1.9636716269020773,0.0008123711828998746,273.61591742454783,63.36864569913225,0.9930924469544319,0.0,0.0,0.0,0.0
2005-01-29,1.4430419370368668,0.04770881956035859,0.11367611622269705,1.4907507565972251,1.5567180532595637,5.271102796038415e-08,273.4468609124444,74.34700782717228,1.0268351750807783,0.0,0.0,0.0,0.0
2005-01-30,0.7121667915152499,2.3718495964625848,0.12316645177316489,3.084016387977835,0.8353332432884147,2.382204961263825e-05,272.73910133038447,69.30800658252305,0.8973541974087899,0.0,0.0,0.0,0.0
2005-01-31,0.28208617753969106,0.9997803607167235,0.18795110026784165,1.2818665382564147,0.4700372778075328,3.7496419120892894e-05,272.55257085750605,77.4453468671058,0.7886374630426768,0.0,0.0,0.0,0.0
2005-02-01,0.6530840273414774,0.04955307402570508,0.7705440179924778,0.7026371013671825,1.4236280453339554,0.0001456919692484964,272.9430242106681,77.1519569342071,0.4943900678280313,0.0,0.0,0.0,0.0
2005-02-02,0.7844201959271966,0.3383766852853743,0.21062378121873476,1.1227968812125708,0.9950439771459313,0.0005431947008327384,272.08266380854815,82.07339070782311,0.6378513749189106,0.0,0.0,0.0,0.0
2005-02-03,0.7049822582271758,1.130234168409125,0.42425460842611323,1.8352164266363011,1.1292368666532893,0.00019973088643544004,271.7941779600566,86.53718071910589,0.7241231488084002,0.0,0.0,0.0,0.0
2005-02-04,0.32834392833837495,2.316298224124596,0.7616795470396386,2.6446421524629713,1.0900234753780134,6.579421822253116e-05,272.04559822538937,79.26223532243294,0.7764549143285859,0.0,0.0,0.0,0.0
2005-02-05,1.5309741195696207,2.4594888404102857,0.6427175417656966,3.9904629599799066,2.1736916613353174,0.00022592443130301968,271.9139044587965,73.70083634897746,1.0764684415207904,0.0,0.0,0.0,0.0
2005-02-06,2.302733589804837,1.8085044643501655,0.6147944438664402,4.111238054155003,2.917528033671277,0.003387901804931842,272.4142637967762,82.99656654682603,1.3619025777518357,0.0,0.0,0.0,0.0
2005-02-07,2.5455655569294238,0.919318643758312,0.7685452200398392,3.464884200687736,3.3141107769692626,0.004269672269930163,272.0440266812035,86.85690361526105,2.356323332354432,0.0,0.0,0.0,0.0
2005-02-08,2.4834034165338927,1.384604183244342,1.0120563274542238,3.868007599778235,3.4954597439881168,0.0022817273854551993,272.0568753249597,93.81226232910295,3.1042610107879156,0.0,0.0,0.0,0.0
2005-02-09,0.48885437091250306,3.83893533082023,0.9364924077049632,4.327789701732733,1.4253467786174663,0.004985431661909157,271.978274138867,95.3279775072482,2.6685086622740197,0.0,0.0,0.0,0.0
2005-02-10,1.7390983652960907,0.9186972518611802,1.443748469989165,2.6577956171572708,3.1828468352852557,0.01154997644517624,272.76974814583593,96.98598089543249,1.4734241198930045,0.0,0.0,0.0,0.0
2005-02-11,0.006559999879024134,1.3825230989388313,1.5183492492503115,1.3890830988178555,1.5249092491293355,0.006157681719095096,273.20599765842303,106.46176655048276,1.016649768090858,0.0,0.0,0.0,0.0
2005-02-12,0.7242408447398808,3.259041617442601,0.3504276958185306,3.9832824621824816,1.0746685405584115,0.006612189108901353,272.51363055235106,99.24509205665854,1.211045457814896,0.0,0.0,0.0,0.0
2005-02-13,0.9035724353834227,2.5549501226261744,0.601569270036907,3.4585225580095975,1.5051417054203298,0.007157318757689816,272.9827771243678,103.00479482895967,1.011863507447693,0.0,0.0,0.0,0.0
2005-02-14,1.1619733144062032,1.242785218079014,0.599462782592034,2.4047585324852174,1.7614360969982372,0.021885397257772818,273.060439874342,109.21915456411831,1.1026915373044837,0.0,0.0,0.0,0.0
2005-02-15,0.205662210849188,2.411914557790094,0.32824279204852197,2.617576768639282,0.5339050028977099,0.03299818955887423,272.93591483315663,105.4084675302833,1.2340940208605091,0.0,0.0,0.0,0.0
2005-02-16,2.1400295384362193,2.7946721190792956,0.9826156521531945,4.9347016575155145,3.122645190589414,0.03153074088408032,273.57198585454785,103.77426916908743,0.8676480139323831,0.0,0.0,0.0,0.0
2005-02-17,0.9661860712531787,2.0169249427311606,0.6031160966690758,2.98311101398434,1.5693021679222545,0.03053943562089594,273.7635002822181,104.81705910760974,1.9667385335291991,0.0,0.0,0.0,0.0
