,J,SNOW,SM,P,P2,ET,Q,C_J,C_P,C_P2,C_Q
2012-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.4223693458311964,0.0,0.0,0.0,0.4164113490960468
2012-11-28,3.1262038310641054,0.10368971774007148,0.0,3.229893548804177,3.1262038310641054,0.0,0.3532232112858003,0.9990090424873034,0.9739365987149287,0.9990090424873034,0.5141166235713778
2012-11-29,5.31994825741526,0.0,0.0,5.31994825741526,5.31994825741526,0.0,0.5158257705332895,1.0,1.0,1.0,0.48708096459144784
2012-11-30,6.00040984019178,0.0,0.053112525589684885,6.00040984019178,6.053522365781465,0.0,1.8144171428928881,1.0,1.0,0.991226178350325,0.4528572086097549
2012-12-01,10.465232388343171,0.2956749867697107,0.4473411559727353,10.760907375112883,10.912573544315906,0.0,4.337107175425618,0.9990090424873034,0.979429450344226,0.9580564790907191,0.5673108037544349
2012-12-02,3.7633290127847725,1.8222715344175708,0.14762527139374362,5.585600547202343,3.910954284178516,0.004525089552327768,7.512387640520888,0.29613113671084684,0.2370244832130291,0.2849531897831805,0.61602332743844
2012-12-03,8.5355692774683,0.5809661527964975,0.04518009925567672,9.116535430264797,8.580749376723976,0.011149369468096373,5.051756350551586,0.9844749989677526,0.9421617078168815,0.9792914565735711,0.8205055655216297
2012-12-04,10.546876428534125,0.07313164898272409,0.15088081925873495,10.620008077516848,10.69775724779286,0.0,7.186731393013301,1.0,0.9956152677337796,0.985896032620308,0.8186345817283573
2012-12-05,0.0,0.008943312333264633,0.0054382771656379175,0.008943312333264633,0.0054382771656379175,0.02227837892171586,7.908787545899846,0.0,0.0,0.0,0.5947231989081194
2012-12-06,1.1439593009050827e-05,1.5441961428488382,0.0,1.5442075824418473,1.1439593009050827e-05,0.037979695760758304,2.9527636012883094,0.0002890292745365209,1.1582102829841144e-06,0.0002890292745365209,0.5867930085387258
2012-12-07,1.612957752826452e-05,2.5273436745892006,0.0,2.527359804166729,1.612957752826452e-05,0.0026841495312184527,0.9027251511971708,0.0002890292745365209,1.0394885043701894e-06,0.0002890292745365209,0.5703253606415186
2012-12-08,0.0,0.06898646240994398,0.0,0.06898646240994398,0.0,0.01110068704514328,0.5228864715268565,0.0,0.0,0.0,0.563166918452148
2012-12-09,0.0,0.0,0.0,0.0,0.0,0.0005080050662984077,0.43508233577662964,0.0,0.0,0.0,0.5533924568240629
2012-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.39445668650368737,0.0,0.0,0.0,0.5481009637261228
2012-12-11,0.0007865551843607285,1.2139123982656603,0.0,1.214698953450021,0.0007865551843607285,0.008971023156591712,0.3638741403167892,0.004335439118047814,0.0002435053470200765,0.004335439118047814,0.5476292212519268
2012-12-12,0.0,0.0,0.0,0.0,0.0,0.009660515118604118,0.3377498619241125,0.0,0.0,0.0,0.5455653153783716
2012-12-13,0.0,0.8655159403616489,0.0,0.8655159403616489,0.0,0.005317776786520385,0.3167677405135218,0.0,0.0,0.0,0.5405598329171941
2012-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.30111650968480574,0.0,0.0,0.0,0.5299541693871652
2012-12-15,0.0,6.735032865690976,0.0,6.735032865690976,0.0,0.0,0.28694758997733044,0.0,0.0,0.0,0.5226285654641444
2012-12-16,0.0,23.127982713468533,0.0,23.127982713468533,0.0,0.0,0.2735210430160622,0.0,0.0,0.0,0.5132296211557819
2012-12-17,0.0,8.163692516841275,0.0,8.163692516841275,0.0,0.0,0.26140455269209534,0.0,0.0,0.0,0.5024156924683175
2012-12-18,0.0,1.0596967627034382,0.0,1.0596967627034382,0.0,0.0,0.2504182133754235,0.0,0.0,0.0,0.4916872187901647
2012-12-19,0.0,11.327548502415516,0.0,11.327548502415516,0.0,0.0,0.24070999312798685,0.0,0.0,0.0,0.4806531340116585
2012-12-20,0.0,2.278057411780313,0.0,2.278057411780313,0.0,0.0,0.23168475530932117,0.0,0.0,0.0,0.46955160707351945
2012-12-21,0.0,9.028874481933178,0.0,9.028874481933178,0.0,0.0,0.22339820572118682,0.0,0.0,0.0,0.4584447623271279
2012-12-22,0.0,4.93364029644904,0.0,4.93364029644904,0.0,0.0,0.2159877026434279,0.0,0.0,0.0,0.4475434436014997
2012-12-23,0.0,8.831207261280015,0.0,8.831207261280015,0.0,0.0,0.20917251003576065,0.0,0.0,0.0,0.43690178826018783
2012-12-24,0.0,9.450532413993824e-05,0.0,9.450532413993824e-05,0.0,0.0,0.2026179153199383,0.0,0.0,0.0,0.4265530715001648
2012-12-25,0.0,12.369562140629116,0.0,12.369562140629116,0.0,0.0,0.19641456362404247,0.0,0.0,0.0,0.4165655849144267
2012-12-26,0.0,0.103272293280886,0.0,0.103272293280886,0.0,0.0,0.19077204668086795,0.0,0.0,0.0,0.4069117635253611
2012-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.1854646876235419,0.0,0.0,0.0,0.39757159326128294
2012-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.18032886169948503,0.0,0.0,0.0,0.38846662267199267
2012-12-29,0.0,3.3059044313101125,0.0,3.3059044313101125,0.0,0.0,0.1754440044872826,0.0,0.0,0.0,0.37959448429138565
2012-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.17080958691004464,0.0,0.0,0.0,0.37092973407104585
2012-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.1663772652813964,0.0,0.0,0.0,0.36247691188204617
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.1622494044278011,0.0,0.0,0.0,0.3542308135785354
2013-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.15831913420672217,0.0,0.0,0.0,0.34617465340260906
2013-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.1546315855025254,0.0,0.0,0.0,0.33830893951852525
2013-01-04,0.0,3.8831171518200502,0.0,3.8831171518200502,0.0,0.0,0.1511460289758739,0.0,0.0,0.0,0.33064562133016356
2013-01-05,0.0,0.8321372127614856,0.0,0.8321372127614856,0.0,0.0,0.14789570165448399,0.0,0.0,0.0,0.32319678175392935
2013-01-06,1.3572563017873083,1.2519653647891507,0.0,2.6092216665764587,1.3572563017873083,0.0,0.15111536198765202,0.1939799331103679,0.13534357039057263,0.19397993311036787,0.3167713047248292
2013-01-07,1.7295055997377469,0.37770737578270885,0.0,2.1072129755204556,1.7295055997377469,0.0,0.16229599014836632,0.3135141830794005,0.2698138592136532,0.3135141830794005,0.3098813721092079
2013-01-08,0.0015256713811145288,0.3797017240922947,0.0,0.3812273954734092,0.0015256713811145288,0.0,0.3481385230978432,0.005574136008918618,0.000976034401300708,0.005574136008918618,0.2845988537128619
2013-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.5915946614486576,0.0,0.0,0.0,0.24142517714804368
2013-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.37297027350203643,0.0,0.0,0.0,0.24884778343762629
2013-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.2229881429477553,0.0,0.0,0.0,0.24552425232310385
2013-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.17403451913601548,0.0,0.0,0.0,0.2406081657285114
2013-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.16143737468149405,0.0,0.0,0.0,0.23532460422440962
2013-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.15561529512624156,0.0,0.0,0.0,0.22997535261234162
2013-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.15118952542799,0.0,0.0,0.0,0.22473419379332257
2013-01-16,0.0,0.0,2.7073954270524017e-05,0.0,2.7073954270524017e-05,0.0,0.14727421974211033,0.0,0.0,0.0,0.2197196115644667
2013-01-17,0.0,0.0,0.0013506006618842056,0.0,0.0013506006618842056,0.0,0.14376301983913495,0.0,0.0,0.0,0.21497729264490315
2013-01-18,0.0,0.0,0.04203637411627087,0.0,0.04203637411627087,0.0,0.14105445764900817,0.0,0.0,0.0,0.21048217136226036
2013-01-19,0.0,0.0,0.0006131671223610376,0.0,0.0006131671223610376,0.0,0.1381926116825066,0.0,0.0,0.0,0.20618314139624827
2013-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.13473725311293847,0.0,0.0,0.0,0.20219823221605562
2013-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.13208853030866582,0.0,0.0,0.0,0.19804883044911845
2013-01-22,0.0,0.4068527860184821,0.0,0.4068527860184821,0.0,0.0,0.13015075923205033,0.0,0.0,0.0,0.19420253209318075
2013-01-23,0.0,0.394205849347429,0.0,0.394205849347429,0.0,0.0,0.12731743958471511,0.0,0.0,0.0,0.19054683301651154
2013-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.12490989898210811,0.0,0.0,0.0,0.18709736622935882
2013-01-25,0.0,0.024785022354013128,0.0,0.024785022354013128,0.0,0.0,0.1227057542533498,0.0,0.0,0.0,0.1839015567277392
2013-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.12061510055638933,0.0,0.0,0.0,0.1810112125817338
2013-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.11863407108581583,0.0,0.0,0.0,0.17848291738323904
2013-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.11666869032879168,0.0,0.0,0.0,0.17636850307650745
2013-01-29,0.0,0.0,1.1186622928037193,0.0,1.1186622928037193,0.0,0.12056631637638396,0.0,0.0,0.0,0.14553576578797944
2013-01-30,0.0,0.0,0.6837609894549328,0.0,0.6837609894549328,0.0,0.15623012948158793,0.0,0.0,0.0,0.14338568210705802
2013-01-31,0.0,0.0,0.6113779338600492,0.0,0.6113779338600492,0.0,0.20735702515025364,0.0,0.0,0.0,0.14777866469702117
2013-02-01,0.0,0.0,0.0,0.0,0.0,2.1086563308081126e-06,0.20294651199737146,0.0,0.0,0.0,0.16002273646365492
2013-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.15498800450666952,0.0,0.0,0.0,0.15801109397689403
2013-02-03,0.0,0.0,0.03392716531821807,0.0,0.03392716531821807,0.0,0.12960431098011332,0.0,0.0,0.0,0.15432362249944773
2013-02-04,0.0640622597759363,0.0969919322017293,0.0742696013667808,0.1610541919776656,0.13833186114271712,0.0,0.12989579147282876,0.13708245592303564,0.09740623794240147,0.06348365322002458,0.1480647824130081
2013-02-05,0.00019862237271308926,0.015458442500997495,0.0,0.015657064873710585,0.00019862237271308926,0.0,0.13123231603106772,0.005574136008918618,0.005574136008918618,0.005574136008918618,0.16315598421487754
2013-02-06,0.0,4.1072867441727195e-05,0.0,4.1072867441727195e-05,0.0,0.0,0.12056178615726763,0.0,0.0,0.0,0.16836589519570633
2013-02-07,0.0,0.0,0.0,0.0,0.0,3.2457526945795624e-06,0.11838363952766368,0.0,0.0,0.0,0.1737738852573559
2013-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.11802686630611818,0.0,0.0,0.0,0.17947449845296484
2013-02-09,0.0,0.0,0.0,0.0,0.0,5.390445694636395e-05,0.11457485302904928,0.0,0.0,0.0,0.1847553045823509
2013-02-10,0.0,0.0,0.0,0.0,0.0,1.2080849112759483e-07,0.11163899278300833,0.0,0.0,0.0,0.1895455540140786
2013-02-11,0.0,0.0,0.29985331199027443,0.0,0.29985331199027443,0.0,0.1124135670761574,0.0,0.0,0.0,0.17169624962257046
2013-02-12,0.0,0.0,0.5603912524556149,0.0,0.5603912524556149,0.0,0.14919827148329276,0.0,0.0,0.0,0.16258726039474403
2013-02-13,0.0,0.0,0.52402666710967,0.0,0.52402666710967,3.7522071470527397e-06,0.21452613940990958,0.0,0.0,0.0,0.17298184438262773
2013-02-14,0.0,0.0,2.614968745146049,0.0,2.614968745146049,6.272632605888124e-05,0.2413767594529395,0.0,0.0,0.0,0.1598169506526155
2013-02-15,0.0,0.0,0.08580920847752657,0.0,0.08580920847752657,0.00023749879892298896,0.27976016873303616,0.0,0.0,0.0,0.15605672688172115
2013-02-16,0.0,0.0,0.0,0.0,0.0,2.6340880956319722e-05,0.23790853562274897,0.0,0.0,0.0,0.1589922442162812
2013-02-17,0.0,0.0,0.0,0.0,0.0,9.080806944580063e-06,0.17244700184476255,0.0,0.0,0.0,0.1598651371578013
2013-02-18,0.0,0.0,0.0,0.0,0.0,0.0006500974187953425,0.1483911107700411,0.0,0.0,0.0,0.16564450409929463
2013-02-19,0.0,0.0,0.0,0.0,0.0,0.0002261241429405091,0.13298699548319767,0.0,0.0,0.0,0.17353801848937425
2013-02-20,0.0,0.0,0.0,0.0,0.0,1.4784342695756084e-07,0.12679586425530742,0.0,0.0,0.0,0.18215712785050744
2013-02-21,0.0,0.15796999182207835,0.0,0.15796999182207835,0.0,1.2961718237667283e-05,0.12294950961712155,0.0,0.0,0.0,0.18985471821472735
2013-02-22,0.0,0.0,0.0,0.0,0.0,2.1515464268682546e-06,0.11983075698888734,0.0,0.0,0.0,0.19539151069011376
2013-02-23,0.0,0.0,0.0,0.0,0.0,1.509786282770193e-05,0.117149599727864,0.0,0.0,0.0,0.198430714037141
2013-02-24,9.82663501957262e-06,0.8035549628864408,0.0,0.8035647895214604,9.82663501957262e-06,0.0,0.11473292748189,0.0002890292745365209,1.2652495413912475e-06,0.0002890292745365209,0.19939653319021747
2013-02-25,0.0,0.0,0.0,0.0,0.0,0.004562167535532303,0.11241215546296054,0.0,0.0,0.0,0.19896867177282918
2013-02-26,0.0,0.0,0.0,0.0,0.0,0.004951436956799869,0.1100275758268313,0.0,0.0,0.0,0.19765690726081195
2013-02-27,12.719819040559221,0.0,0.22827451434637144,12.719819040559221,12.948093554905592,0.0,0.16462283108357956,1.0,1.0,0.9823700289638481,0.17726159519645565
2013-02-28,0.0,0.0,8.7032046642596,0.0,8.7032046642596,0.0,1.2848754665616797,0.0,0.0,0.0,0.09617609069863477
2013-03-01,0.0,0.0,2.434388947080535,0.0,2.434388947080535,0.005923594240829253,3.8516199222501166,0.0,0.0,0.0,0.08964108839683667
2013-03-02,0.0,0.0,0.0,0.0,0.0,0.0006864716872067276,2.3007020051546734,0.0,0.0,0.0,0.13308493619975223
2013-03-03,0.0,0.0,0.0,0.0,0.0,0.004281454977456636,0.6658662015543274,0.0,0.0,0.0,0.14016385247518118
2013-03-04,0.11914925825076705,5.56196263382405,0.0,5.681111892074817,0.11914925825076705,0.0,0.40944918498510074,0.0633799909162228,0.019491157038757943,0.0633799909162228,0.3416787150664908
2013-03-05,1.3350930567164367,2.700534678432027,0.0,4.035627735148464,1.3350930567164367,0.0,0.41997597853485497,0.4574507617985879,0.36612584054274633,0.4574507617985879,0.43018152998428666
2013-03-06,0.0,0.0,0.14693753990640288,0.0,0.14693753990640288,0.008330316670718627,0.6399197129994572,0.0,0.0,0.0,0.21768009226875384
2013-03-07,0.0,0.0,0.03193015478477072,0.0,0.03193015478477072,0.01691141305464872,0.5793962465110576,0.0,0.0,0.0,0.17357359237551118
2013-03-08,0.0,0.0,0.17784707711956832,0.0,0.17784707711956832,0.023814707839430294,0.37806607106931817,0.0,0.0,0.0,0.14431810898531156
2013-03-09,0.0,0.0,0.8879651863138558,0.0,0.8879651863138558,0.002657756600561354,0.40932997331746146,0.0,0.0,0.0,0.11005375583685255
2013-03-10,0.0,0.0,1.9801720600850359,0.0,1.9801720600850359,0.00481861868488523,0.6442122482321192,0.0,0.0,0.0,0.08186127829235153
2013-03-11,0.0,0.0,6.554539228717552,0.0,6.554539228717552,0.0,1.3248481080503693,0.0,0.0,0.0,0.06573360689166395
2013-03-12,0.0,0.0,9.854853649738871,0.0,9.854853649738871,0.0007626153389393702,3.251808330379115,0.0,0.0,0.0,0.12345117759032265
2013-03-13,0.0,0.0,10.337693903937335,0.0,10.337693903937335,0.0014476728709121973,6.409754054348828,0.0,0.0,0.0,0.034018959230497026
2013-03-14,0.0,0.0,5.374554065343562,0.0,5.374554065343562,0.07207732313511836,7.976928140418037,0.0,0.0,0.0,0.04647250901938602
2013-03-15,0.6059623087125319,0.49989339693435464,0.12291471158662369,1.1058557056468865,0.7288770202991556,0.09994472129856954,5.028239089977999,0.13778438416119576,0.10372846080737393,0.1145490133528762,0.047359884908305595
2013-03-16,6.427016063660362e-06,0.7391879884018708,9.899471490693203e-05,0.7391944154179345,0.0001054217309705924,0.06864499686359503,1.6497126604167711,0.0002890292745365209,1.0117871354641336e-06,1.7620615533551623e-05,0.05074784685460441
2013-03-17,0.0,0.0001595977748621155,0.0,0.0001595977748621155,0.0,0.05578925211132314,0.7833789517125697,0.0,0.0,0.0,0.04657611521928326
2013-03-18,2.328507955323526,5.971957174910123,0.0,8.300465130233649,2.328507955323526,0.03424117498403985,0.6264651243950465,0.4354845369338123,0.34372915443411944,0.4354845369338123,0.15875616635057446
2013-03-19,6.737977441988838,3.4945750264296214,0.011233345535900427,10.23255246841846,6.7492107875247385,0.004252505837971125,1.5132161584814106,0.8830670135017961,0.7717156418139609,0.8815972421157316,0.41098556534505176
2013-03-20,0.0,0.5700555439233916,0.0,0.5700555439233916,0.0,0.09933773533054108,3.3801780344155854,0.0,0.0,0.0,0.21845107476201656
2013-03-21,0.0,0.0,0.0,0.0,0.0,0.13923490252846504,2.0256975098022174,0.0,0.0,0.0,0.30073851943439806
2013-03-22,0.0,0.0,0.0,0.0,0.0,0.11501643802318846,0.7166010552684262,0.0,0.0,0.0,0.3057978200914772
2013-03-23,0.0,0.0,0.0,0.0,0.0,0.12269855478237149,0.4705935703805267,0.0,0.0,0.0,0.31502174004913086
2013-03-24,0.0,0.0,0.0,0.0,0.0,0.14947691763968987,0.3961296317496799,0.0,0.0,0.0,0.31969403218961034
2013-03-25,0.0,0.0,3.2014588491249634,0.0,3.2014588491249634,0.12026446312126349,0.3551458861357079,0.0,0.0,0.0,0.3239022360175251
2013-03-26,1.4508426407052055,0.0,3.48606675930517,1.4508426407052055,4.936909400010375,0.005577193589318959,0.5522277536118682,0.7770758495396176,0.7770758495396176,0.228364486002504,0.3195352287082787
2013-03-27,0.0,0.0,4.690085159546853,0.0,4.690085159546853,0.11709111682418127,2.351476506363698,0.0,0.0,0.0,0.25386073797041053
2013-03-28,0.0,0.0,6.600266607248306,0.0,6.600266607248306,0.17843366560332305,3.6607717290430006,0.0,0.0,0.0,0.12189261119679551
2013-03-29,0.0,0.0,8.253230723571802,0.0,8.253230723571802,0.20907477579547643,5.173461648747274,0.0,0.0,0.0,0.08944682245030007
2013-03-30,0.0,0.0,9.063873648470866,0.0,9.063873648470866,0.20947046082474083,6.8151121037899784,0.0,0.0,0.0,0.04955619467926949
2013-03-31,0.0,0.0,8.802601434102382,0.0,8.802601434102382,0.2547860010045105,7.809959001612888,0.0,0.0,0.0,0.030818933286011357
