,J,SNOW,SM,P,P2,ET,Tair,SWIN,Q,C_J,C_P,C_P2,C_P2b,C_Q,dS
2004-11-25,1.610948551801478,0.4477644185881113,0.0210539151774748,2.058712970389589,1.6320024669789526,0.0090786583576293,273.85611516656144,55.83198396147933,0.9245859131369224,0.0,0.0,0.0,0.0,0.0,1.125048398895037
2004-11-26,1.7447928769302976,0.2987401241080067,0.2940381310208781,2.043533001038304,2.0388310079511758,0.0102283433420881,273.9828221454208,54.14518951515578,0.7646788227967485,0.0,0.0,0.0,0.0,0.0,1.2686258348994675
2004-11-27,1.298626741809948,0.7757059354956349,0.3164433872736559,2.074332677305583,1.6150701290836038,0.007852809970639,273.59925249532927,51.328189673009554,0.6819373502159217,0.0,0.0,0.0,0.0,0.0,1.384542517119022
2004-11-28,1.6465839359678995,0.3645928281298471,0.3516825545408326,2.0111767640977467,1.998266490508732,0.0069458276307206,273.45269248065955,51.05944216417736,0.6619643240690716,0.0,0.0,0.0,0.0,0.0,1.3422666123979548
2004-11-29,0.8738949337949099,0.8066800135196086,0.2253151928264031,1.6805749473145184,1.099210126621313,0.0038883301905206,273.0878132997776,49.60621064975103,0.6585573306980782,0.0,0.0,0.0,0.0,0.0,1.0181292864259195
2004-11-30,0.2605986913851816,1.309056962976756,0.1236674495415876,1.569655654361937,0.3842661409267692,0.0152745999007786,272.09856637033744,50.52977947993878,0.5158051240761932,0.0,0.0,0.0,0.0,0.0,1.0385759303849653
2004-12-01,1.411368188371379,1.6774543261837715,0.1125524455221752,3.0888225145551504,1.5239206338935538,0.0054823045565648,271.8968864562397,42.52916016828669,0.3298582181878493,0.0,0.0,0.0,0.0,0.0,2.7534819918107365
2004-12-02,3.811465182895416,2.2012058119166125,0.1129420054848048,6.012670994812029,3.9244071883802207,0.0011685407263177,272.0579491529394,42.74515195326902,0.5395331392306354,0.0,0.0,0.0,0.0,0.0,5.471969314855076
2004-12-03,1.015835213301693,2.440475302113309,0.0403994846112432,3.456310515415003,1.0562346979129364,0.0949994816102614,271.71918651671496,45.75238666643096,2.366034092325946,0.0,0.0,0.0,0.0,0.0,0.9952769414787954
2004-12-04,1.2854793712784691,0.7111220489550338,0.0123021059494786,1.9966014202335032,1.297781477227948,0.057778662900571,271.39466103805853,46.63849214290354,1.2160280052598025,0.0,0.0,0.0,0.0,0.0,0.7227947520731297
2004-12-05,1.9790888577686296,0.8946354414455705,0.0127994256713113,2.8737242992142,1.991888283439941,0.0177595804084861,271.7087688216965,46.22539722514906,0.6339128858654358,0.0,0.0,0.0,0.0,0.0,2.222051832940278
2004-12-06,2.752971007380284,1.2223893658850389,0.5642961326727994,3.9753603732653233,3.3172671400530835,0.0291160684742763,271.79795844962695,44.277348891691474,1.0689148173381855,0.0,0.0,0.0,0.0,0.0,2.8773294874528617
2004-12-07,3.275876462067876,0.0379749612043592,0.1214305011364757,3.313851423272236,3.397306963204352,0.0115602193359489,271.2331109710005,38.70269627228891,2.0971727911459475,0.0,0.0,0.0,0.0,0.0,1.2051184127903398
2004-12-08,2.6289153851546607,0.4050119803741347,0.0186189070047004,3.033927365528795,2.647534292159361,0.0063140759133413,271.15947180236367,43.824477492951615,1.427724840874988,0.0,0.0,0.0,0.0,0.0,1.5998884487404659
2004-12-09,3.406590468981664,0.7594332536215695,0.356393325601368,4.166023722603233,3.762983794583032,0.0042670249026912,271.64970215945726,42.78950178892382,2.1753491229191577,0.0,0.0,0.0,0.0,0.0,1.9864075747813845
2004-12-10,2.645724388179141,3.793082821875492,0.3377997733190017,6.438807210054634,2.9835241614981425,0.0127743370954535,271.4122258748028,36.733105881154586,2.8633724872210817,0.0,0.0,0.0,0.0,0.0,3.562660385738099
2004-12-11,1.836189422701132,2.459394290492016,0.0911788011099202,4.295583713193148,1.927368223811052,0.0003310026140913,272.31206620862423,39.70444530015512,2.060026898232741,0.0,0.0,0.0,0.0,0.0,2.2352258123463153
2004-12-12,1.3290951616265931,1.7719796841715174,0.013283371608008,3.1010748457981108,1.3423785332346012,0.0009328366943429,272.31523290777216,40.14527292305576,1.3636030923821794,0.0,0.0,0.0,0.0,0.0,1.7365389167215886
2004-12-13,0.4854386913724869,2.633408401546307,0.0022446698371374,3.1188470929187937,0.4876833612096243,0.0017226162263017,271.9560641722934,37.343392756767024,0.98202212695191,0.0,0.0,0.0,0.0,0.0,2.135102349740582
2004-12-14,0.0001809529456085,0.8318689403000393,0.0026893832318158,0.832049893245648,0.0028703361774244,0.0014435912961774,271.69666284537993,47.042941400066006,0.5385861322190632,0.0,0.0,0.0,0.0,0.0,0.29202016973040745
2004-12-15,0.0102369356195274,0.2141576495885818,0.0,0.2243945852081093,0.0102369356195274,0.0007359419299277,271.39795506007573,48.82425522238404,0.2743748075129212,0.0,0.0,0.0,0.0,0.0,-0.050716164234739625
2004-12-16,0.1001549802166858,1.2467628979643337,0.0037459040953204,1.3469178781810196,0.1039008843120063,4.724990601044283e-05,270.65313972552457,41.56568956931503,0.1901760710349647,0.0,0.0,0.0,0.0,0.0,1.1566945572400444
2004-12-17,0.5078535071186057,2.130054091783097,0.1170954250274865,2.6379075989017022,0.6249489321460923,0.0004953410020881,271.27875713370014,44.617164067213245,0.1705348135303671,0.0,0.0,0.0,0.0,0.0,2.466877444369247
2004-12-18,1.983920576837886,4.861957604343143,0.0094074489749391,6.845878181181029,1.993328025812825,0.0063441008360507,271.39966425913434,38.689270937088416,0.1680285342465271,0.0,0.0,0.0,0.0,0.0,6.671505546098451
2004-12-19,2.9168558531025988,1.4101380104635428,0.0156199812037867,4.326993863566141,2.932475834306385,0.0121671085602717,271.3125853237911,41.96375888186272,0.1884649329193663,0.0,0.0,0.0,0.0,0.0,4.126361822086503
2004-12-20,0.932271230515164,2.760852899486369,3.20511101934035e-05,3.693124130001532,0.9323032816253576,0.0100594154337459,270.48897850796635,41.8842274111603,0.4606304401552368,0.0,0.0,0.0,0.0,0.0,3.222434274412549
2004-12-21,3.973921682914209,3.6712916488397407,0.1732511095890732,7.645213331753951,4.147172792503283,0.0011080340933826,271.9031055242248,42.42226347386158,0.9507043133811396,0.0,0.0,0.0,0.0,0.0,6.693400984279428
2004-12-22,1.2595983436970015,2.0555990882189525,0.3958999987771348,3.3151974319159536,1.6554983424741363,0.0005970841465678,272.0806490774391,45.364076045797134,1.4120215586710367,0.0,0.0,0.0,0.0,0.0,1.902578789098349
2004-12-23,1.2516115451541523,2.7546148088442064,0.0312304300796825,4.006226353998359,1.2828419752338351,0.0017854316806994,270.653972262846,42.333430149296525,1.0665322878760204,0.0,0.0,0.0,0.0,0.0,2.93790863444164
2004-12-24,0.0566174778393184,2.660773372611905,0.0001341897333942,2.717390850451224,0.0567516675727127,0.0037307400633754,270.5356828770775,50.82303015063699,0.8537388617785299,0.0,0.0,0.0,0.0,0.0,1.8599212486093188
2004-12-25,0.0176322427921606,2.705445115878071,0.0,2.7230773586702317,0.0176322427921606,0.0104811792805599,269.81999194845315,49.09489189043543,0.4004284435925935,0.0,0.0,0.0,0.0,0.0,2.3121677357970785
2004-12-26,0.2302723541053629,0.866570995514186,0.0,1.0968433496195489,0.2302723541053629,0.0014742341732338,269.9316932961345,53.28445752450181,0.223807802901998,0.0,0.0,0.0,0.0,0.0,0.871561312544317
2004-12-27,2.518555910257456,2.558977239669565,1.967726780305527e-06,5.077533149927022,2.5185578779842364,0.0006696123646644,269.4331439067241,45.497659020598576,0.1913909910606288,0.0,0.0,0.0,0.0,0.0,4.885472546501729
2004-12-28,1.3147565654780262,1.86728708400988,4.298930253592711e-05,3.182043649487906,1.3147995547805622,0.0041618199944178,270.3300525837693,44.6084517439428,0.2133973277789662,0.0,0.0,0.0,0.0,0.0,2.9644845017145216
2004-12-29,0.0415209646529086,3.023583077319334,0.0,3.0651040419722424,0.0415209646529086,1.9754180560893403e-05,270.72143583066577,43.43072663575537,0.8322159370944151,0.0,0.0,0.0,0.0,0.0,2.232868350697266
2004-12-30,0.7740252725971235,0.9988736732678422,0.0420640502132368,1.7728989458649658,0.8160893228103604,0.0025849084854291,270.91213103808,51.27452009458096,0.4463350947654,0.0,0.0,0.0,0.0,0.0,1.3239789426141368
2004-12-31,0.1434734878190306,1.5020455327106708,0.0,1.6455190205297014,0.1434734878190306,0.0004861450756404,270.3924915743693,49.29975762339596,0.3274646174685301,0.0,0.0,0.0,0.0,0.0,1.317568257985531
2005-01-01,1.5477436633765018,0.8793611589661906,0.0175415393766753,2.427104822342692,1.5652852027531772,0.0010437087258091,269.5731281980747,52.90619545483588,0.3492298057483491,0.0,0.0,0.0,0.0,0.0,2.0768313078685336
2005-01-02,1.2990718152761491,1.0227176461985596,0.0631828728845278,2.3217894614747085,1.362254688160677,0.0023010232172653,269.65221398619764,55.37928346942437,0.1981279985509636,0.0,0.0,0.0,0.0,0.0,2.12136043970648
2005-01-03,0.7538279219579148,1.7215791500558533,7.098948883923002e-09,2.475407072013768,0.7538279290568636,2.2153179258630055e-07,269.4364874587956,46.517429747317856,0.3689383186852443,0.0,0.0,0.0,0.0,0.0,2.106468531796731
2005-01-04,1.0261032639600975,2.73195741126556,0.0085220690487591,3.7580606752256576,1.0346253330088568,0.0073727434422265,269.4321242940079,51.51630261702048,0.5434660787355278,0.0,0.0,0.0,0.0,0.0,3.207221853047903
2005-01-05,0.8533043529732383,1.744718042220908,0.0110955840779322,2.5980223951941466,0.8643999370511705,0.0053889323205676,270.3379752003353,49.90649549267855,0.7257448771262964,0.0,0.0,0.0,0.0,0.0,1.8668885857472823
2005-01-06,0.3575387288078686,3.766594832032383,0.2797196502577579,4.124133560840251,0.6372583790656265,3.998976441408781e-05,271.23125250400125,45.41570349106159,0.7216521833309306,0.0,0.0,0.0,0.0,0.0,3.402441387744907
2005-01-07,0.7299965432408844,4.009996432662346,0.5374846641414233,4.73999297590323,1.267481207382308,0.0002495870916702,271.95803967473,49.56057487166456,0.3638483108819429,0.0,0.0,0.0,0.0,0.0,4.375895077929616
2005-01-08,0.6555219339896982,2.2539985869950554,0.4503659803906797,2.909520520984753,1.105887914380378,0.0002092795698028,272.3508483836416,48.75685680974573,0.3702268774776415,0.0,0.0,0.0,0.0,0.0,2.5390843639373086
2005-01-09,0.9721918190625533,3.204865202821975,0.0,4.177057021884528,0.9721918190625533,0.0005763485881645,271.83141254624934,45.65174054734222,0.5384485248555874,0.0,0.0,0.0,0.0,0.0,3.638032148440777
2005-01-10,0.1942172684350092,1.6009288288617276,0.0,1.7951460972967368,0.1942172684350092,3.309596500002888e-05,271.4919162300251,51.14687726990401,0.3710365894112202,0.0,0.0,0.0,0.0,0.0,1.4240764119205165
2005-01-11,0.2021559914846881,2.0383184890140584,0.0010608218679572,2.240474480498747,0.2032168133526453,5.605183359501984e-07,271.6119282931896,49.731957433608414,0.3326437213431079,0.0,0.0,0.0,0.0,0.0,1.9078301986373032
2005-01-12,4.95369999610449,1.8918371225417003,0.0064627182826568,6.845537118646191,4.960162714387146,0.0,271.8261399187961,43.25265774753261,0.2880419882471494,0.0,0.0,0.0,0.0,0.0,6.557495130399041
2005-01-13,3.761778386570152,1.8570692882527784,0.1698179483683343,5.618847674822931,3.931596334938486,0.0002267302854513,272.0908178304915,51.33914994822001,1.7151343384541524,0.0,0.0,0.0,0.0,0.0,3.9034866060833266
2005-01-14,1.2656633820978556,0.3705110459857421,0.3245706766735421,1.636174428083598,1.590234058771398,7.62561522227297e-05,272.06139472477514,54.00368887946868,2.905389720421604,0.0,0.0,0.0,0.0,0.0,-1.269291548490229
2005-01-15,0.6711024787098245,0.1615027718137886,0.0418666688384116,0.8326052505236131,0.7129691475482361,0.0006094277281967,271.5905261798298,58.18009476245866,1.2804962933520967,0.0,0.0,0.0,0.0,0.0,-0.4485004705566803
2005-01-16,0.6065435111928147,3.3602357747535945,0.1067100385916493,3.966779285946409,0.7132535497844641,0.0007191394613926,272.30528888649343,52.560369093740775,0.8128215260845352,0.0,0.0,0.0,0.0,0.0,3.153238620400481
2005-01-17,0.4861403777176075,1.603740389221404,0.1250419066074257,2.089880766939012,0.6111822843250333,0.000989172501185,272.6460163655155,60.3723468058796,0.5712429930436825,0.0,0.0,0.0,0.0,0.0,1.5176486013941441
2005-01-18,0.8542160472457269,4.868450716952321,0.1354064508958452,5.722666764198047,0.989622498141572,0.0008315638847513,273.0300788720023,52.95345670617474,0.4926293142672081,0.0,0.0,0.0,0.0,0.0,5.229205886046088
2005-01-19,0.7069717056141986,3.410842972794416,0.1163369459491008,4.117814678408615,0.8233086515632995,0.0006860259689051,273.28119661319465,54.56242773384134,0.6462913745307994,0.0,0.0,0.0,0.0,0.0,3.47083727790891
2005-01-20,0.3293807122455716,1.6744405960501358,0.0039258506731698,2.0038213082957075,0.3333065629187414,0.0004529534911308,272.8984287000078,59.59275946375867,0.4705986388095831,0.0,0.0,0.0,0.0,0.0,1.5327697159949938
2005-01-21,1.6167615359213934,2.060326138774525,5.574246566918524e-05,3.677087674695919,1.616817278387063,0.0004158819156753,272.9626333981896,55.52583336013137,0.3483575010232556,0.0,0.0,0.0,0.0,0.0,3.328314291756988
2005-01-22,0.6697545343993992,2.2608529221400118,0.0002159373319365,2.930607456539411,0.6699704717313358,1.0715871771464509e-07,272.6619073668342,55.70908413945981,0.3664936831870808,0.0,0.0,0.0,0.0,0.0,2.564113666193612
2005-01-23,0.6687422841127898,2.5774908516212425,0.0579315228105495,3.246233135734032,0.7266738069233394,0.0005318807042693,272.51415474945384,60.01803648574601,0.44422746322816,0.0,0.0,0.0,0.0,0.0,2.801473791801603
2005-01-24,1.0232751933353534,1.0931327230531327,0.1611662267751132,2.116407916388486,1.1844414201104667,5.037019153970464e-05,273.2112396847225,64.18745609373404,0.4013578770133628,0.0,0.0,0.0,0.0,0.0,1.7149996691835838
2005-01-25,0.7388697537629839,0.7276818047601222,0.7824363489332381,1.466551558523106,1.521306102696222,6.223028931036708e-06,273.08773593376657,69.12536830549135,0.3981370221476876,0.0,0.0,0.0,0.0,0.0,1.0684083133464872
2005-01-26,0.6030442268720081,0.0555182087456465,1.0385014315265584,0.6585624356176546,1.6415456583985664,0.0001084476183706,273.1793629789864,74.80159182817971,0.7271892252099942,0.0,0.0,0.0,0.0,0.0,-0.06873523721071018
2005-01-27,0.3180434843430151,2.0368868144124592,1.2076110686488,2.3549302987554745,1.525654552991815,0.0001088106707742,273.819889146845,66.90668111439433,1.1041254403265806,0.0,0.0,0.0,0.0,0.0,1.25069604775812
2005-01-28,1.5891075918669464,1.7827291766699742,0.3745640350351308,3.3718367685369204,1.9636716269020773,0.0008123711828998,273.61591742454783,63.36864569913225,0.993092446954432,0.0,0.0,0.0,0.0,0.0,2.3779319503995886
2005-01-29,1.4430419370368668,0.0477088195603585,0.113676116222697,1.4907507565972251,1.5567180532595637,5.2711027960384154e-08,273.4468609124444,74.34700782717228,1.0268351750807785,0.0,0.0,0.0,0.0,0.0,0.46391552880541864
2005-01-30,0.7121667915152499,2.3718495964625848,0.1231664517731648,3.084016387977835,0.8353332432884147,2.382204961263825e-05,272.73910133038447,69.30800658252305,0.8973541974087899,0.0,0.0,0.0,0.0,0.0,2.1866383685194326
2005-01-31,0.282086177539691,0.9997803607167236,0.1879511002678416,1.2818665382564147,0.4700372778075328,3.7496419120892894e-05,272.55257085750605,77.4453468671058,0.7886374630426768,0.0,0.0,0.0,0.0,0.0,0.49319157879461695
2005-02-01,0.6530840273414774,0.049553074025705,0.7705440179924778,0.7026371013671825,1.4236280453339554,0.0001456919692484,272.9430242106681,77.1519569342071,0.4943900678280313,0.0,0.0,0.0,0.0,0.0,0.2081013415699028
2005-02-02,0.7844201959271966,0.3383766852853743,0.2106237812187347,1.1227968812125708,0.9950439771459312,0.0005431947008327,272.08266380854815,82.07339070782311,0.6378513749189106,0.0,0.0,0.0,0.0,0.0,0.48440231159282743
2005-02-03,0.7049822582271758,1.130234168409125,0.4242546084261132,1.8352164266363007,1.1292368666532893,0.0001997308864354,271.7941779600566,86.53718071910589,0.7241231488084002,0.0,0.0,0.0,0.0,0.0,1.110893546941465
